poi_id,place,area,lat,lng,menu,address,phone,hours,closed_days,parking
186354,복이네 닭도리탕,광주,,,"닭도리탕, 소주",광주 광산구 수등로 211,070-7542-8834,,,없음
186356,복주소주방,광주,,,"집밥, 소주",광주 서구 상무대로1005번길 11,062-371-7191,,,없음
186357|436451,복호두 수완점,광주,,,"앙버터호두과자, 팥호두과자",광주 광산구 장신로 141 101호,010-7537-5669,09:00~19:00,매주 일요일,있음
186359|426773,복희추어탕,광주,,,"추어탕, 동태탕",광주 서구 화운로23번길 6 1층,0507-1360-5808,10:00 - 21:00,없음,없음
186360,직화볶음찜닭 볶찜 광주상무점,광주,,,갈릭 바베큐볶음찜닭,광주 서구 금화로149번길 135-1 1층,062-381-3123,10:00 - 23:00,없음,있음
186361,본가오모가리탕,광주,,,"오리주물럭, 어리굴젓, 민물메기 오모가리탕, 회춘탕",광주 광산구 상무대로 59 1층 본가,0507-1401-6646,10:00~15:30/20:20,,있음
186362|426776,본가집국밥 광주본점,광주,,,"국밥, 수육, 만두국밥, 황태해장국",광주 광산구 하남울로12번하길 9,062-952-0000,,,없음
186363|426777,본가나주곰탕,광주,,,"곰탕, 수육, 특곰탕",광주 북구 일곡택지로 89,062-571-0180,09:00 - 21:00,매주 월요일,없음
186365|426779,본가네추어탕,광주,,,"추어탕, 낙지볶음, 없음",광주 북구 면앙로139번길 89,062-251-3360,09:00 - 21:00,매주 일요일,없음
186366|426780,본가뒷고기,광주,,,"뒷고기, 닭발, 갈매기",광주 동구 중앙로160번길 15-14,062-222-0788,17:00 - 24:00,격주 일요일,없음
186368|426782,본가상무부세마늘보쌈,광주,,,"보쌈정식, 생조기탕, 부세정식",광주 북구 본촌마을길102번길 23-14 1층,062-571-2286,11:30 - 22:00,없음,있음
186369|426783,본가생태탕,광주,,,"생태탕, 알탕, 생태지리탕",광주 동구 필문대로191번길 15-3,062-232-5061,10:00 - 22:00,없음,있음
186370|426784,본가왕손반점,광주,,,"짜장면, 짬뽕, 볶음밥",광주 북구 자미로 68-6,062-511-3216,,,없음
186371,본가통닭1981 흑석점,광주,,,"후라이드, 양념통닭",광주 광산구 하남대로 151 1층 101호,0507-1326-1981,12:00~02:00,없음,있음
186372|426786,본남원추어탕,광주,,,"추어탕, 순두부찌개, 통추어탕",광주 서구 치평로 112 지하 1층 본 남원추어탕,0507-1421-1035,10:00 - 20:30,없음,있음
186373,본담,광주,,,"금왕돈까스, 석류주스",광주 광산구 신창로86번길 7 1층,010-6632-6099,11:00 - 19:00,매주 일요일,없음
186374,본도시락 광주화정역점,광주,,,"깍둑 스테이크 덮밥, 마늘닭구이 덮밥",광주 서구 상무대로 1055,062-367-4282,10:00~15:00/20:00,매주 일요일,없음
186376|426790,본도시락 광주금호점,광주,,,"불티돈까스 반상, 김치볶음밥돈까스 반상",광주 서구 화개중앙로 55,062-655-4282,10:00 - 20:00,매주 일요일,없음
186377|426791|961616,본도시락 광주대지점,광주,35.1081813865137,126.897310101534,"불티돈까스 반상, 김치볶음밥돈까스 반상",광주 남구 효덕로 276 1층,062-654-4282,09:30 - 20:00,매주 일요일,있음
186378|426792,본도시락 광주상무점,광주,,,"불티돈까스 반상, 바질 두부면 파스타 샐러드 도시락",광주 서구 운천로 223 아이퍼스트주차빌딩 101호,0507-1401-4282,10:00 - 20:00,매주 일요일,있음
186379|426793,본도시락 광주수완점,광주,,,"불티돈까스 반상, 바질 두부면 파스타 샐러드 도시락",광주 광산구 수완로 6 수완센트럴병원 B동 1층,062-953-4282,09:30 - 19:30,매주 일요일,있음
186380|426794,본도시락 광주운암점,광주,,,"불티돈까스 반상, 김치볶음밥돈까스 반상",광주 북구 북문대로 158,062-511-4282,10:00 - 19:00,매주 일요일,없음
186381|426795,본도시락 광주일곡오치점,광주,,,"바싹 불고기 샐러드, 라코타 치즈 샐러드, 일품제육불고기 한상, 바싹불고기제육 한상",광주 북구 설죽로 416 상가동 1층 101호 본도시락,062-573-4282,09:30 - 19:30,매주 일요일,있음
186382|426796,본도시락 광주전남대점,광주,,,"불티돈까스 반상, 일품제육불고기 한상, 바질 두부면 파스타 샐러드 도시락",광주 북구 서방로 11,062-266-4282,09:00 - 20:00,매주 일요일,없음
186383|426797,본도시락 광주조선대점,광주,,,"바질 두부면 파스타 샐러드 도시락, 일품 제육불고기 한상, 불티돈까스 반상",광주 동구 필문대로 265,062-233-4282,09:00 - 20:00,"매주 토요일, 일요일",없음
186385|426799,본도시락 광주첨단점,광주,,,"불티돈까스 반상, 김치볶음밥돈까스 반상",광주 광산구 앰코로 35 1층,062-972-4282,09:00 - 20:00,매주 일요일,없음
186386,본도시락 광주송정점,광주,,,"불티돈까스 반상, 바질 두부면 파스타 샐러드 도시락","광주 광산구 상무대로 242 (송정동) ,102호",062-945-4282,10:00 - 19:30,매주 일요일,없음
186387,본도시락 광주하남월곡점,광주,,,"불티돈까스 반상, 일품제육불고기 한상",광주 광산구 사암로 339 1층(월곡동),062-952-4282,09:00 - 19:30,매주 일요일,없음
186388|426802,본디소,광주,,,"열무와 고추장소스 리가토니, 필터커피",광주 남구 양촌길 29-2 1층,0507-1350-1661,11:30 - 21:00,매주 화요일,있음
186390|516317,호텔 본라포네,광주,35.1781425757515,126.874814121266,"에스프레소, 헤이즐럿라떼, 아메리카노",광주 북구 황계로55번길 24-5 호텔본라포네,010-9486-7377,10:00 -  01:00,없음,있음
186391|426804,본빵협동조합,광주,,,"아메리카노, 바닐라라떼, 카페라떼",광주 광산구 평촌길 118,0507-1360-4252,09:00/11:00 - 20:00,없음,없음
186392|426805,본설렁탕 광주백운광장점,광주,,,"곱도리뚝배기, 백설렁탕, 치즈곱도리뚝배기",광주 남구 대남대로 219 백운광장홀리어스 106호,062-674-1106,10:30 - 20:30/24:00,없음,있음
186393,본세이로무시 용봉직영점,광주,,,"세이로무시A세트, 맛보기세트",광주 북구 설죽로217번길 43 1층,0507-1442-3338,16:30~24:00,"매주 일요일, 공휴일",있음
186394|426807,본스치킨 운남점,광주,,,"오리지널, 바베큐, 통다리",광주 광산구 임방울대로 154-11 1층 본스치킨,1599-9992,15:00 - 24:00,매달 세번째 일요일,있음
186395|426808,본앤본죽 광주수완점,광주,,,"한우 야채죽, 새우죽, 유기농 흰쌀죽, 친환경 야채죽",광주 광산구 수완로 6,0507-1478-5688,09:00 - 20:00,격주 토요일,있음
186396|426809,본앤본죽 광주상무점,광주,,,"친환경야채죽, 청정전복죽, 새우죽",광주 서구 상무중앙로 58,0504-0953-0758,,,없음
186397|426810,본앤우480,광주,,,"생등심, 특안심, 설화 채끝등심 코스, 설화 부채살 코스",광주 서구 서광주로 25 짬뽕지존 건물 2층,0507-1337-0184,12:00 - 22:00,매주 월요일,있음
186398|426811,본우리반상 광주롯데점,광주,,,"동대문 설렁탕 반상, 봄나물 비빔밥 반상, 안동 찜닭 반상",광주 서구 금화로 278 롯데아울렛 2층,062-606-2909,11:00 - 21:00/22:00,없음,있음
186399|426812|879627|879975,본전소머리국밥,광주,35.1542359424271,126.917640871338,"소머리 국밥, 내장 국밥, 순대 국밥",광주 동구 동계천로 52-1,062 - 227 - 5955,,,없음
186401|426814,본전생각,광주,,,"육전, 동태전, 굴전",광주 북구 밤실로 199,062-681-0077,,,없음
186402|426815,본죽 광주동림점,광주,,,"전복죽, 낙지김치죽, 동지팥죽",광주 서구 하남대로 692,062-515-3288,09:00 - 22:00,없음,있음
186403|426816|879976,본죽 광주송정점,광주,35.1398217974122,126.796062611676,"트러플전복죽, 단호박죽",광주 광산구 내상로 21,062-941-6233,09:00 - 21:00,매주 일요일,있음
186405|186429|426818,본죽 광주용봉점,광주,,,"트러플전복죽, 쇠고기야채죽, 단호박죽",광주 북구 설죽로 221,062-511-3123,09:00 - 21:00,없음,없음
186406|426819|879977,본죽 광주진월점,광주,35.1202195928795,126.898610565406,"트러플 전복죽, 능이 삼계죽, 트러플전복죽, 단호박죽",광주 남구 서문대로 683,062-651-6288,09:00 - 21:00,없음,없음
186407|426820|879628,본죽 광주염주점,광주,35.1437656715698,126.873788630508,"트러플 전복죽, 능이 삼계죽, 트러플전복죽, 단호박죽",광주 서구 월드컵4강로 77,062-376-6282,09:00 - 22:00,없음,없음
186408|426821,본죽&비빔밥 광주금남로점,광주,,,"해물 약고추장비빔밥, 장똑똑이비빔밥",광주 동구 독립로 258 1층,062-227-6288,09:30 - 20:30,,없음
186409|186440|426822,본죽&비빔밥cafe 광주문흥점,광주,,,"해물 약고추장비빔밥, 장똑똑이비빔밥",광주 북구 서하로 375,062-261-6288,09:00 - 21:00,없음,있음
186410|426823,본죽&비빔밥cafe 광주두암점,광주,,,"해물 약고추장비빔밥, 장똑똑이비빔밥, 능이삼계죽, 깍둑소고기비빔밥",광주 동구 밤실로 154,062-267-6662,09:00 - 21:00,매주 일요일,없음
186411|186426|426839,본죽&비빔밥cafe 광주운남점,광주,,,"해물 약고추장비빔밥, 장똑똑이비빔밥, 능이 삼계죽",광주 광산구 하남대로 278-1,062-952-6288,09:00 - 21:00,없음,없음
186412|426825,본죽&비빔밥cafe 광주첨단점,광주,,,"해물 약고추장비빔밥, 장똑똑이비빔밥",광주 광산구 첨단중앙로170번길 64,062-973-0113,08:30 - 21:00,매주 일요일,있음
186414|426827|879978,본죽&비빔밥cafe 광주백운고가점,광주,35.1347415475156,126.898167387925,"해물 약고추장비빔밥, 장똑똑이비빔밥",광주 남구 회재로 1257,062-651-6264,09:00 - 21:00,격주 일요일,없음
186415,본죽&비빔밥 광주월곡점,광주,,,"능이삼계죽, 단호박죽",광주 광산구 사암로340번안길 20 1층 본죽&비빔밥 광주월곡점,062-962-6285,09:00~21:00,공휴일,있음
186416|426829,본죽&비빔밥cafe 광주상무병원점,광주,,,"해물 약고추장비빔밥, 깍둑소고기비빔밥, 장똑똑이비빔밥",광주 서구 운천로 225 지하1층 100호,062-382-6288,08:20-22:30,없음,없음
186417,본죽&비빔밥cafe 광주풍암점,광주,,,"돈불백비빔밥, 깍둑소고기비빔밥",광주 서구 풍암1로21번길 3-24,062-655-5575,10:00~22:00,,있음
186418|426831|879629,본죽&비빔밥cafe 광주학동점,광주,35.1415416095692,126.920867394951,"해물 약고추장비빔밥, 장똑똑이비빔밥",광주 동구 제봉로 33 1층,062-225-1888,08:30 - 21:00,매주 일요일,없음
186419|426832|600174,본죽 비빔밥 광주화정점,광주,35.146935999722,126.88392419972,"해물 약고추장비빔밥, 깍둑소고기비빔밥, 장똑똑이비빔밥, 전복죽, 낙지김치죽",광주 남구 구성로8번길 6 B동 1층 204호,062-352-6288,09:00 - 20:30,매주 일요일,있음
186420|426833|879979,본죽&비빔밥cafe 광주백운대성초교점,광주,35.1433430620792,126.907136829335,"해물 약고추장비빔밥장, 똑똑이비빔밥, 해물 약고추장비빔밥, 장똑똑이비빔밥",광주 남구 중앙로 80 101호,062-681-6288,09:30 - 21:00,"격주 토요일, 일요일",없음
186421|426834,본죽&비빔밥cafe 광주봉선점,광주,,,"해물 약고추장비빔밥, 깍둑소고기비빔밥, 장똑똑이비빔밥",광주 남구 봉선로 164,062-652-8580,10:00 - 20:00,없음,있음
186422|186441|426835|426854,본죽&비빔밥cafe 광주상무점,광주,,,"깍둑소고기비빔밥, 본나물비빔밥, 해물 약고추장비빔밥, 장똑똑이비빔밥",광주 서구 치평로 80,062-376-6060,09:00 - 21:30,"첫째, 셋째 일요일",있음
186423|426836,본죽&비빔밥cafe 광주양산점,광주,,,"해물 약고추장비빔밥, 능이 삼계죽, 장똑똑이비빔밥",광주 북구 양산로 2,062-574-6288,09:00 - 21:00,없음,없음
186424|879630,본죽&비빔밥cafe 광주충장로점,광주,35.148753301908,126.916029125572,"단호박죽, 전복죽",광주 동구 충장로 77-5,062-222-6288,09:00~21:00,공휴일,없음
186425,본죽&비빔밥cafe 광주효천1지구점,광주,,,"해물 약고추장비빔밥, 깍둑소고기비빔밥",광주 남구 효천2로가길 9 101호,062-674-6288,10:00 - 21:00,매주 일요일,있음
186427,본죽&비빔밥cafe 광주첨단월계점,광주,,,"능이삼계죽, 단호박죽",광주 광산구 월계로 187,062-972-9993,09:00~20:30/19:30,매주 일요일,있음
186428,본죽 광주매곡점,광주,,,"트러플전복죽, 단호박죽",광주 북구 설죽로315번길 42,062-573-8642,09:00~20:00,매주 일요일,있음
186430,본죽 광주운암고가점,광주,,,"트러플전복죽, 단호박죽",광주 북구 북문대로 19,062-527-6288,10:00~21:00,,없음
186431,본죽 광주첨단2지구점,광주,,,"트러플전복죽, 단호박죽",광주 북구 첨단연신로91번길 10 1층,062-571-6295,09:00~21:00,,있음
186432,본죽 풍암운리점,광주,,,"트러플전복죽, 단호박죽",광주 서구 풍암신흥로 29 1층,0507-1331-6288,09:30~21:00/21:30,매주 일요일,없음
186433|426846,본죽 광주수완장덕점,광주,,,"전복죽, 낙지김치죽, 동지팥죽",광주 광산구 풍영로 275,062-962-3288,09:00 - 21:00,없음,없음
186434|426847,본죽 광주광천점,광주,,,"소고기 야채죽, 단호박죽, 동지팥죽",광주 서구 죽봉대로 95,062-369-6288,07:30 - 22:00,없음,있음
186435|436356,본죽앤비빔밥cafe 광주노대점,광주,35.106111111111,126.90472222222,"전복죽, 깍둑소고기비빔밥, 꼬막비빔밥",광주 남구 효우로 79-1 스카이빌딩,062-267-6288,10:00~20:00,매주 일요일,있음
186436|426849,본죽&비빔밥cafe 광주일곡점,광주,,,"해물 약고추장비빔밥, 돈불백비빔밥, 장똑똑이비빔밥",광주 북구 설죽로 505-9 1층,062-571-6288,09:30 - 20:30,매주 일요일,없음
186437|426850,본죽 광주선운지구점,광주,,,"트러플 전복죽, 능이 삼계죽, 트러플전복죽, 단호박죽",광주 광산구 선운중앙로 43 선운지구이지더원2단지,062-953-6233,09:00 - 21:00,매주 일요일,없음
186438|426851,본죽 광주신창점,광주,,,"트러플 전복죽, 능이 삼계죽, 트러플전복죽, 단호박죽",광주 광산구 신창로 84,062-962-0096,09:30 - 21:00,매주 일요일,있음
186439|426852,본죽&비빔밥cafe 광주수완점,광주,,,"해물 약고추장 비빔밥, 능이 삼계죽, 해물 약고추장비빔밥, 장똑똑이비빔밥",광주 광산구 임방울대로 335,062-959-8600,09:00 - 21:00,없음,없음
186442|426855,본죽&비빔밥cafe 광주두암말바우점,광주,,,"해물 약고추장비빔밥, 장똑똑이비빔밥",광주 북구 동문대로 128,062-264-1470,09:00 - 21:00,없음,없음
186443,본죽&비빔밥cafe 광주연제점,광주,,,"해물 약고추장 비빔밥, 장똑똑이 비빔밥",광주 북구 양일로 58 1층(연제동),062-575-6289,10:00 - 20:40,매주 일요일,있음
186444|426857,본죽 광주운암점,광주,,,"전복죽, 낙지김치죽, 동지팥죽",광주 북구 북문대로 154,062-522-7288,09:00 - 21:30,없음,없음
186445|426858,본죽 광주증심사입구역점,광주,,,"트러플 전복죽, 능이 삼계죽, 트러플전복죽, 단호박죽",광주 동구 남문로 677,062-228-6288,09:00 - 21:30,,없음
186446|426859,본죽 하남산정점,광주,,,"복죽, 동지팥죽, 전복죽",광주 광산구 손재로110번길 21,0507-1431-6288,,,있음
186448|426861,본차차,광주,,,"골뱅이 소면 무침, 마른안주, 부대찌개",광주 광산구 신창로72번길 25 103호,070-4647-0047,17:00 - 24:00,매주 일요일,없음
186449|426862,본참치 풍암점,광주,,,"특 스폐셜, 머리 사시미, 특스폐셜, 프리미엄",광주 서구 풍암순환로 154,0507-1344-7342,16:00 - 23:59,매주 일요일,없음
186450,본참치 광주상무점,광주,,,"참치머리 사시미, 참치초밥",광주 서구 상무연하로 33,062-372-0037,17:30~01:00,없음,있음
186451,본초불닭발 용봉매곡점,광주,,,"본초불닭발, 본초무뼈닭발",광주 북구 서하로94번길 19 지에이그린웰 삼가,062-571-5592,17:00~01:00,없음,없음
186452|426865,본초족발,광주,,,"본초족발, 반반족발, 매일삶아 쫄깃부들 본초족발, 사이좋게 반반족발",광주 서구 금화로73번길 18-9 1층 본초족발,0507-1329-5858,16:30 - 23:00,매주 일요일,있음
186453|426866,본촌국밥,광주,,,"내장국밥, 머리국밥",광주 북구 본촌마을길 81 1층  본촌국밥,062-572-9765,07:00 - 21:00,없음,있음
186454,본촌생선구이,광주,,,"생선구이, 꽃게장 정식",광주 북구 하서로 506,062-974-3667,11:00~21:30,없음,있음
186456|426869|516164|962064,본쿠라,광주,35.1757866441737,126.916498852906,"본쿠라모듬오뎅, 바지락술찜, 가라아게, 꼬치구이",광주 북구 호동로43번길 3 본쿠라,0507-1308-9267,18:00 - 01:00,매주 일요일,없음
186457|426870,본투비버거,광주,,,"치즈버거, 본투비버거",광주 동구 동명로 37-1 본투비버거,0507-1328-3813,11:00 - 24:00,,없음
186458|426871,본향 계절한정식,광주,,,"소불고정식, 떡갈비 정식, 제육볶음 도시락",광주 광산구 남부대길 38 지하1층 본향,062-973-4410,10:00 - 21:00,매주 일요일,있음
186459|426872,볼드미니커피,광주,,,"볼드미니라떼, 하겐다즈라떼",광주 동구 동명로 6 볼드미니커피,0507-1310-7841,12:00 - 20:00,매주 일요일,없음
186464|426877,볼사리노,광주,,,"볼리 콥샐러드, 뉴욕터키햄 크로와상 브런치세트",광주 동구 지호로 179,062-225-6642,10:30 - 24:00,없음,있음
186465|426878,볼테기막창,광주,,,"연탄구이, 두부김치",광주 남구 제중로 124-9,010 - 9836 - 1238,,,없음
186469,봄날 광주도천동,광주,,,"아메리카노, 카페라떼",광주 광산구 임방울대로 611-30,062-951-6881,,,없음
186470,봄날 광주용봉동,광주,,,"맥주, 수입맥주",광주 북구 저불로69번길 20,062-515-1474,,,없음
186471|426882,봄날애쭈꾸미,광주,,,"불쭈꾸미, 불쭈삼",광주 광산구 수완로 102 1층 봄날애쭈꾸미,0507-1321-0603,11:00 - 22:00,매주 일요일,없음
186472|426883,봄날은간다,광주,,,"맥주, 각종안주, 감자튀김",광주 동구 필문대로205번길 21-23,062-222-0875,,,없음
186473|426884,봄날의매미,광주,,,"생과일찹쌀떡, 팥찹쌀떡",광주 동구 중앙로160번길 9-17,070-7559-0592,12:00 - 19:00,매주 월요일,없음
186475,봄비어,광주,,,"어묵탕, 모듬 수제소세지",광주 서구 풍암운리로41번길 4-4 1층 봄비어,0507-1468-7971,,,없음
186478|426889,봉강별곡,광주,,,"토종닭약고추장볶음, 봉강메기탕",광주 서구 화정로153번길 6,0507-1334-2281,11:00 - 21:00,매주 일요일,없음
186481|426892,봉구비어 광주두암점,광주,,,"감자튀김, 치즈스틱",광주 북구 밤실로 203-1,062-262-1323,,,없음
186483,봉구비어 광주첨단2지구점,광주,,,"감자튀김, 치즈스틱",광주 북구 첨단연신로91번길 10,062-576-9090,17:00~02:00,없음,없음
186484|426895,봉구비어 조대점,광주,,,"봉구먹태, 뻐터오징어구이, 봉구노가리",광주 동구 필문대로287번길 22,062-222-4788,,,없음
186485|426896,봉구비어 광주양산점,광주,,,"생맥주, 감자튀김, 떡볶이",광주 북구 양산로 38,062-575-9080,,,없음
186487,봉구상회 풍암우미3호점,광주,,,"봉구 닭튀김, 순살 치킨",광주 서구 풍암순환로 192,062-655-3015,17:30~00:30,없음,없음
186489,봉구스밥버거 광주여대점,광주,,,"봉구스밥버거, 햄밥버거",광주 광산구 광주여대길 6,062-961-8897,,,있음
186490|426901,봉구스밥버거 금호점,광주,,,"햄치즈, 치킨마요",광주 서구 화개1로79번길 6-1,062-675-0989,,,없음
186491|426902,봉구스밥버거 방림점,광주,,,"봉구스 밥버거, 치즈 밥버거",광주 남구 용대로 145,062-676-9595,,,없음
186492|426903,봉구스밥버거 신창점,광주,,,"봉구스밥버거, 햄치즈밥버거",광주 광산구 신창로 108,062-952-7538,,,없음
186493|186502|426904|426913,봉구스밥버거 전남대후문점,광주,,,"고3컵밥, 햄치즈 밥버거, 봉구킹",광주 북구 우치로 86 1층,062-269-5094,10:30 - 20:20,없음,없음
186494|426905,봉구스밥버거 서영대점,광주,,,"햄치즈, 치킨마요",광주 북구 서강로 57-1,062-529-0988,,,없음
186495|426906|961617,봉구스밥버거 첨단지점,광주,35.2138342256441,126.843465057781,"봉구스, 햄치즈",광주 광산구 첨단중앙로 96,062-974-2199,09:30 - 22:30,없음,있음
186496|426907,봉구스밥버거 월곡2호점,광주,,,"봉구스밥버거, 햄치즈밥버거, 햄밥버거",광주 광산구 사암로 251,062-454-0204,10:00 - 20:55,없음,없음
186497|426908|961618,봉구스밥버거 광주대지점,광주,35.1088826170224,126.89716498134,"봉구스밥버거, 봉구킹밥버거",광주 남구 효덕로 284,0507-1310-9794,,,없음
186498|426909,봉구스밥버거 학동점,광주,,,"햄치즈, 치즈제육, 봉구스",광주 동구 남문로 683,062-233-0945,,없음,없음
186499,봉구스밥버거 풍암점,광주,,,"봉구스, 치킨마요",광주 서구 풍암1로 20,062-655-5094,09:00~19:30,매주 일요일,있음
186500|426911,봉구스밥버거 동강대점,광주,,,"봉구스밥버거, 햄치즈밥버거, 햄밥버거",광주 북구 서방로135번길 2,062-263-0905,,,없음
