poi_id,place,area,lat,lng,menu,address,phone,hours,closed_days,parking
182775,카페드롭탑 광주한국병원점,광주,,,"아메리카노, 카페라떼",광주 서구 월드컵4강로 223,062-380-3188,09:00/10:00-20:00/21:00,없음,있음
182776,드롭탑 광주금호점,광주,,,"아메리카노, 카페라떼",광주 서구 금화로 59,062-371-7776,08:00-24:00,없음,있음
182777,드롭탑 롯데마트월드컵점,광주,,,"아메리카노, 카페라떼",광주 서구 금화로 240 롯데마트월드컵점 3층,0507-1353-6556,10:00-20:00,없음,있음
182778,드롭탑 세정아울렛점,광주,,,"아메리카노, 카페라떼",광주 서구 상무대로 761,070-4006-7750,08:00-24:00,없음,없음
182779,카페드롭탑 광주쌍암공원점,광주,,,"아메리카노, 카페라떼",광주 광산구 첨단중앙로182번길 24,062-673-0230,10:00~21:30,없음,있음
182780,드롭탑 용봉점,광주,,,"아메리카노, 카페라떼",광주 북구 용봉택지로 51,062-524-4544,09:00 - 01:00,없음,있음
182781,드루와,광주,,,"맥주, 오뎅탕",광주 북구 면앙로121번길 96-2,062-251-3241,18:00 - 01:00,없음,없음
182782,드루와,광주,,,"바삭먹태, 짝태",광주 남구 월산로151번길 19 1층드루와,0507-1374-0789,18:00~02:00,매주 월요일,없음
182788,드림피자,광주,,,"치즈크러스트 불고기 피자, 리치골드 핫치킨 피자",광주 북구 서양로 100,062-524-5092,,,없음
182789,드링끄,광주,,,"매주, 옛날떡볶이",광주 서구 상무버들로 28 1층 드링끄,0507-1353-0778,,,없음
182792,드시락,광주,,,"도시락, 컵밥",광주 동구 중앙로196번길 29,062-228-1410,,,없음
182795,드커피,광주,,,"아메리카노, 헤이즐넛아메리카노",광주 광산구 장신로19번길 12 1층,0507-1314-8489,10:30/11:00 - 22:30,없음,없음
182796,득량만횟집,광주,,,"숭어, 광어",광주 북구 동문대로97번길 81,062-265-2452,11:00 - 23:00,없음,없음
182797,득량만횟집,광주,,,"활어회, 쭈꾸미",광주 동구 양림로 124-1,062-222-7666,10:00 - 24:00,,없음
182798,득량회무침,광주,,,"광어, 회덮밥",광주 북구 서하로 180,062-265-2774,,,없음
182800,듣는가게,광주,,,"소고기 관자전골, 무등산 모츠나베",광주 북구 중외길25번길 17 듣는가게,0507-1342-0543,17:00 - 02:00,없음,있음
182801,들국화,광주,,,"맥주, 오뎅탕",광주 서구 상무민주로 95,062-384-6070,,,없음
182802,들깨마을칼국수전문점,광주,,,"바지락칼국수, 들깨칼국수",광주 북구 용봉택지로 50,062-523-8789,11:20 - 21:00,없음,없음
182803|423301,들깨사랑칼국수전문,광주,35.149963361111,126.89024352778,"바지락칼국수, 들깨칼국수",광주 서구 화정로310번길 8,062-368-7773,,,없음
182804,들깨칼국수,광주,,,"들깨칼국수, 들깨 수제비",광주 서구 칠성로52번길 8,062-525-3639,09:00 - 21:00,없음,없음
182805,들꽃마루커피숍,광주,,,"아메리카노, 카페라떼",광주 서구 회재로 733,062-385-7088,,,없음
182807,들랑,광주,,,"레터링케이크, 쿠키",광주 서구 마륵로 114,010-3700-2205,12:00~19:30,"매주 일요일, 월요일",있음
182808,들로,광주,,,"아메리카노, 크림 그라탕",광주 남구 봉선1로 112,062-652-7040,09:00 - 22:00,없음,없음
182809,들에핀,광주,,,"카페라떼, 아메리카노",광주 북구 일곡로49번길 75 1층 들에핀,0507-1375-8802,09:00/10:00 - 16:00,없음,없음
182811,듬뿍치킨,광주,,,"후라이드치킨, 강정치킨",광주 북구 서방로160번길 11 1층,010-6700-9819,12:00/20:00 -01:00,"매주 월요일, 화요일, 수요일, 목요일",없음
182812|423310,등갈비대통령,광주,35.147107099722,126.8863017,"직화 생등갈비소금구이, 직화 반반 등갈비, 직화 생등갈비 소금구이 소, 직화 생등갈비 소금구이 중",광주 서구 군분로169번길 2 1층,062-252-3950,17:00 - 23:00,매주 일요일,없음
182813,등교생,광주,,,"비빔밥, 된장찌개",광주 서구 상일로14번길 5-10,070-8691-0540,,,없음
182814,등대바다,광주,,,"광어 연어회, 도미 연어회",광주 서구 풍금로38번길 27,0504-0999-0811,11:00 - 21:00,매주 월요일,없음
182815,등대아구찜,광주,,,"아구찜, 해물찜",광주 광산구 신가삼효로 43-1,0504-2015-0625,11:00~22:00,없음,있음
182816,등대회수산,광주,,,"우럭, 광어",광주 북구 동림용산로 31-5,062-514-9253,,,없음
182817,등뼈 산수동,광주,,,"간장 등뼈찜, 묵은지 등갈비찜",광주 동구 무등로 508 등뼈,062-222-6033,09:00 - 21:00,없음,없음
182818|182819,등뼈,광주,,,"감자탕, 묵은지 감자탕",광주 북구 중가로 59,062-515-8500,,없음,없음
182820,등뼈감자탕&등갈비,광주,,,"감자탕, 묵은지감자탕",광주 북구 동운로 234,0507-1421-6699,00:00 - 24:00,없음,있음
182821|423319,등뼈감자탕&등갈비 월산점,광주,35.1446619,126.8882057,"해장국돌솥밥, 감자탕",광주 남구 군분로 137,062-366-6002,00:00 - 24:00,없음,있음
182822|423320,등뼈감자탕 풍암점,광주,35.1221321,126.86431539972,"감자탕, 등갈비구이, 묵은지감자탕",광주 서구 풍금로 29 1층,0507-1369-8886,09:30 - 04:00 /23:00,없음,없음
182823,등뼈묵은지찜,광주,,,"등뼈묵은지찜, 녹차먹은 오리주물럭",광주 북구 중외길 32,062-571-2577,11:00 - 21:30,없음,있음
182824,등뼈부러지는날,광주,,,"감자탕, 묵은지감자탕",광주 광산구 수등로 261-6,062-956-8828,11:00 - 24:00,없음,없음
182825,등소평,광주,,,"짜장면, 짬뽕",광주 서구 월드컵4강로68번길 3,0504-0544-5832,10:00 - 20:30,없음,없음
182827,등촌,광주,,,"소고기샤브샤브정식, 버섯매운탕칼국수",광주 북구 서방로107번길 100,062-266-1100,11:00 - 22:00,없음,없음
182828,등촌,광주,,,"버섯매운탕샤브샤브세트, 칼국수",광주 서구 마륵로 23,062-371-8788,11:00 - 21:30,없음,있음
182829,등촌,광주,,,"소고기 샤브샤브, 왕만두",광주 광산구 임방울대로801번길 51,062-573-2878,11:00 - 22:00,없음,있음
182830,등촌,광주,,,"버섯 소고기 샤브 세트, 왕만두",광주 북구 우치로 142 등촌,062-269-9234,11:00 - 21:30,없음,있음
182831,등촌,광주,,,"샤브샤브코스, 맥주",광주 광산구 하남울로48번길 18 등촌,062-955-4311,11:30 - 21:30,공휴일,없음
182833|423330,등촌칼국수,광주,35.1475481,126.9182811,"등촌샤브샤브칼국수, 버섯매운탕칼국수",광주 동구 충장로 101-11,062-227-5574,10:30 - 22:00,없음,없음
182834,디그라브,광주,,,없음,광주 서구 상일로 2,062-385-2931,,,없음
182836,디디치킨  신가점,광주,,,"2마리 3가지맛 세트 오리지널+치즈볼5개, 1마리 3가지맛 세트오리지널+피자볼5개",광주 광산구 목련로394번길 74,062-959-9285,13:00 - 01:00,없음,없음
182837,디디치킨 첨단점,광주,,,"반반세트(2가지맛 선택), (2천원DC)3가지맛 세트 오리지날",광주 광산구 첨단내촌로 46,062-972-9979,11:30 - 24:00/01:00,없음,없음
182838,디디치킨 화정점,광주,,,"2마리 내 맘대로 3가지맛 세트, 트리플콤보 내 맘대로 3가지맛 세트",광주 서구 화운로 107,062-375-9285,,,없음
182839,디디치킨 백운점,광주,,,"1마리 내 맘대로 3가지맛세트, 2마리 내 맘대로 3가지맛세트",광주 남구 백운로82번길 4,062-652-9797,12:30 - 00:30,매주 월요일,없음
182840,디디치킨 양산점,광주,,,"청정마요치킨, 매직버터치킨",광주 북구 연양로 43-4,062-575-9285,11:00~01:00,없음,없음
182841,디디치킨 광주운암점,광주,,,"2마리치킨세트, 청양마요치킨",광주 북구 서강로66번길 27,0507-1433-8593,12:00~01:30,없음,없음
182844,디르디르,광주,,,"마카롱, 아메리카노",광주 광산구 첨단중앙로182번길 90 상가동 109호,0507-1386-6211,11:00 - 21:00,매주 월요일,없음
182846,Dbake,광주,,,"아메리칸 쿠키, 빅토리아 케이크",광주 광산구 신가삼효로 39,0507-1358-8760,12:00~20:00,매주 일요일,있음
182847,디비디디,광주,,,"아메리카노, 카페라떼",광주 동구 동계로12번길 3 1층 DBDD,0507-1375-5987,11:30 - 20:00,매주 월요일,없음
182851,디아썸,광주,,,"아메리카노, 카페라떼",광주 남구 효덕로 213,0507-1378-0924,,,없음
182855,디어거스트,광주,,,"커피번, 마메리카노",광주 서구 백일로 8-1,062-374-5335,10:00 - 23:00,없음,없음
182857,디어딥,광주,,,"딸기 에이드, 블루베리 에이드",광주 동구 제봉로 100-1 3층,0507-1362-8815,12:00~22:00,없음,있음
182858,디어마이케이크,광주,,,"쿠키, 케이크",광주 서구 상일로42번길 9-14,010-4614-7133,10:00 - 18:00,"매주 토요일, 일요일",없음
182859,디에센셜하우스 광주동명동,광주,,,"아메리카노, 카페라떼",광주 동구 동명로14번길 29,062-1000-0000,12:00 - 23:00,매주 월요일,없음
182863,듬,광주,,,"유린기 치킨, 맥주",광주 광산구 장신로 255 1층 듬,0507-1355-3182,18:00~02:00,매주 일요일,있음
182865,데이오프바이브,광주,,,"트러플라자냐, 클래식라자냐",광주 광산구 수완로10번길 100 1층 102호,0507-1312-6375,11:30~21:30,둘째 화요일,있음
182867,디오프,광주,,,"아메리카노, 카페라떼",광주 광산구 수완로50번길 45 1층,0507-1480-0916,12:00~22:00,매주 화요일,없음
182868,디잇,광주,,,"아메리카노, 카페라떼",광주 광산구 풍영로199번길 50,0507-1405-5170,10:00~22:00,없음,있음
182874,디저트39 전대점,광주,,,"커스타드, 화이트 초코 도쿄롤",광주 북구 호동로 12-8,062-268-2200,,,없음
182875,디저트39 광주봉선점,광주,,,"프리미엄 딸기라떼ICE (대용량), 아메리카노(대용량)(ICE 2샷)",광주 남구 봉선2로 38,062-682-0390,10:00 - 23:30,없음,없음
182876,디저트39 광주상무점,광주,,,"아메리카노, 브라우니",광주 서구 치평로 86 1층 106호,0507-1496-7808,08:00 - 21:40,없음,있음
182877,디저트39 광주수완점,광주,,,"커스타드 크로칸 슈, 우유크림 오믈렛1BOX (18ea)",광주 광산구 장신로 136 1층 102호,070-8648-3248,매일10:00 - 23:00,없음,있음
182878,디저트39 광주신창점,광주,,,"커스타드 크로칸 슈, 프리미엄 딸기라떼ICE (대용량)",광주 광산구 신창로 110-1,062-956-2661,,,없음
182879,디저트39 광주용산점,광주,,,"커스타드 크로칸 슈, 오믈렛",광주 동구 용산3길 17 109호,062-233-1139,09:00 - 22:00,없음,없음
182880|423376,디저트39 광주첨단점,광주,35.215465527778,126.84296416667,"프리미엄 도쿄롤(5색롤), 딸기라떼, 프리미엄 도쿄롤",광주 광산구 첨단중앙로 110 1층 108호,062-972-9300,10:00 - 22:00,없음,있음
182881,디저트39 광주효천점,광주,,,"프리미엄 딸기라떼, 아메리카노(대용량)(ICE 2샷)",광주 남구 효천2로가길 13-1,062-716-0039,10:00 - 01:30,없음,없음
182882,디저트39 진월남구점,광주,,,"아메리카노, 복숭아 아이스티 코코넛젤리",광주 남구 진월동 859-176,062-676-3339,10:00 - 22:00,없음,없음
182883,디저트39 첨단2지구점,광주,,,"녹차 도쿄롤, 커스타드",광주 북구 첨단연신로 105,062-573-2255,10:00 - 22:00,없음,없음
182884,동디저트39 광주충장점,광주,,,"버블 흑당 밀크티ICE (대용량), 치즈프로마쥬 딸기라떼ICE (대용량)",광주 동구 충장로안길 38 국제빌딩,062-233-3339,11:00 - 22:00,없음,없음
182885,디저트39 광주하남점,광주,,,"녹차 도쿄롤, 커스타드",광주 광산구 고봉로 53 107호,0507-1311-9561,10:00 - 22:00,없음,없음
182886,디저트카페 위,광주,,,"솔티카라멜라떼, 흑임자 브라우니",광주 광산구 임방울대로 316 나동 1층 5호,0507-1453-5528,10:00~18:00,"매주 일요일, 공휴일",있음
182887,디저트데이,광주,,,"마들롱, 크림브륄레",광주 북구 용봉로 3 1층,0507-1393-0254,11:00 - 19:00,"매주 토요일, 일요일",없음
182889,디저트카페 달달,광주,,,"라즈베리 쇼콜라 갸또, 바닐라라떼",광주 북구 송월로49번길 1 1층 카페 달달,0507-1380-9716,09:00 - 21:30,매주 일요일,없음
182890,디저트카페 블랑,광주,,,"아몬드 크림 라떼, 맥블랑",광주 서구 치평로 76,0507-1490-5590,09:00 - 23:00,없음,없음
182898,디피오레,광주,,,"에스프레소, 아메리카노",광주 동구 남문로753번길 20,062-225-7002,,,없음
182902,카페딜라이트,광주,,,"아메리카노, 바닐라라떼",광주 남구 효덕로 276,0507-1377-6669,10:00 - 21:00,매주 일요일,없음
182903,딜라이트베이크샵,광주,,,"당일케이크, 수제마카롱",광주 동구 필문대로 261 1층 딜라이트베이크샵,0507-1428-5730,12:00 - 22:00,매주 일요일,있음
182905,딜리바리1리터&정대왕카스테라,광주,,,"1리터 수제 딸심라떼, 수제 누텔라 생크림 쌀와플",광주 서구 상무오월로15번길 22 1층 딜리바리,0507-1453-0143,15:00 - 04:30,,없음
182906,딜리바리1리터&정 대왕카스테라 첨단점,광주,,,"수제 누텔라 생크림 쌀와플, 1리터 수제 딸기라떼",광주 광산구 첨단중앙로182번길 90 첨단대라수어썸씨티5차 상가동 108호(),062-971-8082,14:00 - 02:30,매주 월요일,있음
182908,딜리버리로우 첨단점,광주,,,"한식, 백반",광주 광산구 임방울대로826번길 19-27,062-974-9293,,,없음
182909,딜리버리키친 광주점,광주,,,"맥주, 치킨",광주 북구 용봉택지로 90-1,062-522-2537,,,없음
182913,딜리버리푸드,광주,,,다시마숙성 연어회,광주 북구 용주로 36-1 1층 딜리버리푸드,0507-1346-3491,,,없음
182915,딥그레이,광주,,,"돌체크림라떼, 생딸기라떼",광주 광산구 첨단중앙로124번길 37,0507-1356-9254,11:00~23:00,매주 월요일,있음
182916,딥다크커피,광주,,,"스트로베리 릴렉서, 아메리카노",광주 서구 상무오월로3번길 24-14 1층 DEEP DARK COFFEE,0507-1346-0341,12:00 - 24:00/02:00,매주 일요일,있음
182917,딥브라운,광주,,,"아메리카노, 카페라떼",광주 서구 풍금로 61,0507-1334-0205,,,없음
182918,딥시 커피 로스터스,광주,,,"브루잉커피, 딥시크림라테",광주 북구 당뫼로 7 1층,0507-1481-3415,10:00~19:00,매주 수요일,없음
182919,딥커피,광주,,,"아메리카노, 카페라떼",광주 광산구 단전둘레길 15 상가 108호 딥커피,010-8500-0059,,,없음
182920,따구네돼지 조대점,광주,,,"돼지찌개, 돼지불백",광주 동구 필문대로287번길 20,062-222-8789,11:00~24:00,공휴일,있음
182922,따담,광주,,,"진짜 수박주스, 생과일듬뿍 그릭요거트",광주 동구 동계천로85번길 6-2 1층,0507-1356-7851,11:00 - 21:00,매주 월요일,있음
182924,따뜻한식탁,광주,,,"칼집삼겹살, 제육볶음",광주 서구 상무연하로 72 101 102호 따뜻한식탁,0507-1348-5558,11:00 - 22:00,매주 일요일,있음
182926,따봉,광주,,,"삼겹살, 된장찌개",광주 서구 상일로54번길 3 호반3차 건너편,0507-1333-3717,16:00 - 02:00,"첫째, 셋째 일요일",없음
182927,따봉떡볶이,광주,,,"로제떡볶이 2~3인세트, 매콤 짬뽕 삘Feel 떡볶이",광주 북구 서방로 137-1 1층 두암동,062-263-8253,11:30 - 02:00,매주 화요일,있음
182928,따봉떡볶이 쌍촌점,광주,,,"떡볶이, 튀김",광주 서구 쌍촌로57번길 17 1층(쌍촌동),062-375-8253,,,없음
182929,따봉시래기 광주점,광주,,,시래기 차돌쌈,광주 서구 풍암중앙로91번길 4-41,062-367-1233,11:30 - 22:00,매주 일요일,있음
182930,따봉통닭,광주,,,"후라이드 치킨, 양념치킨",광주 서구 월산로235번길 10-3,062-364-2823,09:00/11:00 - 20:00,매주 월요일,없음
182931,따스한족발,광주,,,"왕족발, 불왕반반",광주 서구 상일로 11-1,0504-0544-8769,16:00~24:00,없음,없음
182933,딱밤,광주,,,"모듬어묵탕, 대패삽겹숙주볶음",광주 광산구 월곡중앙로25번길 23,0507-1340-9477,17:00 - 02:00,없음,없음
182934,딱좋아,광주,,,"조기매운탕, 동태매운탕",광주 서구 금부로95번길 10,062-374-8253,,매주 일요일,없음
182935,딱좋아국밥,광주,,,"모듬국밥, 부대찌개",광주 동구 무등로 424,062-232-2228,09:00 - 22:00,"첫째, 셋째 토요일",없음
182937,딱좋은 푸드,광주,,,"왕뼈우거지해장국, 등뼈우거지감자탕",광주 서구 월암신기길 188-3 1호,010-7243-5208,11:00 - 22:00,없음,없음
182941,딱한잔만,광주,,,"홍어회, 동동주",광주 북구 호동로75번길 16,062-268-2028,,,없음
182943,딴또꼬마김밥,광주,,,"김밥모듬셋트, 고추김밥",광주 북구 자미로 26,050-4454-1217,09:00 - 20:00,없음,없음
182944,딸고라떼,광주,,,"인절미크림라떼, 고양이발바닥 찹쌀와플",광주 광산구 장신로 280-16 딸고라떼,0507-1391-9133,11:00~23:00,공휴일,있음
182945,딸내미네호프,광주,,,"된장찌개, 삼겹살",광주 서구 월드컵4강로181번길 46,070-7514-0826,,,없음
182946,딸부자팥죽,광주,,,"팥죽, 감자수제비",광주 광산구 내상로 56-6,062-941-9299,,,없음
182947,땅끝마을,광주,,,"쭈꾸미볶음, 오징어볶음",광주 서구 금부로 111-1,062-371-8845,16:00 - 23:00,"둘째, 넷째 일요일",없음
182948|423443,땅끝뻘낙지,광주,35.147123499722,126.88654929972,"연포탕, 산낙지익비",광주 서구 군분로 170,062-361-6548,11:30 - 21:00,없음,없음
182949,땅땅치킨 쌍촌점,광주,,,"진리의 SET 3, SET 2",광주 서구 금부로95번길 26-18,062-382-9256,13:00~02:00,없음,없음
182950,땅땅치킨 광주공군기지점,광주,,,"땅땅불갈비, 불닭오븐치킨",광주 광산구 송도로114번길 53,062-942-9998,15:00 - 23:00,없음,없음
182951,땅스부대찌개 월곡점,광주,,,"오리지널 부대찌개, 베이컨 부대찌개",광주 광산구 월곡산정로 69-1,062-955-8599,10:00~21:00,없음,있음
182952|423447,땅스부대찌개효천점,광주,35.101388888889,126.87388888889,"오리지널 부대찌개, 모둠 부대찌개, 부대찌개, 땅스식혜 일회용냄비 세트",광주 남구 효천2로가길 9 1층 103호,0507-1404-4133,10:00 - 21:00,없음,없음
182956,땡겨,광주,,,"맥주, 오뎅탕",광주 북구 서하로245번길 29,062-251-1217,,,없음
182957,땡겨복돼지,광주,,,"항정살, 오겹살",광주 북구 어매마을길17번길 16,062-571-3433,,,없음
182959,땡기요 광주동구점,광주,,,"명태코다리조림, 갈치조림",광주 동구 필문대로191번길 5-29,0507-1337-0331,11:00 - 21:30,없음,있음
182960,땡순이포차,광주,,,백반,광주 남구 대남대로193번길 5-1,062-652-9131,,,없음
182961,땡스베이킹데이,광주,,,"프렌치 크로플, 누텔라 크로플",광주 동구 중앙로160번길 31,010-6442-9551,11:30~21:00,없음,없음
182963,동대문엽기떡볶이 첨단2지구점,광주,,,"엽기메뉴, 크림메뉴",광주 북구 첨단연신로107번길 29,062-572-8591,11:30~22:15,매주 월요일,있음
182964,땡초푸드 금호점,광주,,,"땡초꼬마김밥, 참치꼬마김밥",광주 서구 금화로 31 금호동 쌍용예가 만호마을,062-384-9894,08:00 - 20:00,없음,없음
182967,땡초푸드파이터 신창점,광주,,,"땡초 돼지 김치찌개, 극한 순두부찌개",광주 광산구 신창로86번길 3,062-955-2223,,,없음
182969,땡초푸드파이터 일곡본점,광주,,,"땡초떡볶이, 주먹김밥",광주 북구 송해로58번길 13-1,010-9141-7685,,,없음
